timestamp,cpu_temp_C,cpu_freq_MHz,throttled,cdsp_state,cdsp_processing_load,cdsp_buffer_level,cdsp_clipped,cdsp_cpu_pct,reaper_cpu_pct,pipewire_cpu_pct,mem_used_MB,mem_available_MB
2026-03-08T18:07:44+01:00,71.5,1500,0x0,ProcessingState.RUNNING,29.56,1019,0,22.00,0.00,0.00,1357,2439
2026-03-08T18:07:54+01:00,73.0,1500,0x0,ProcessingState.RUNNING,19.80,1018,0,20.00,0.00,0.00,1343,2453
2026-03-08T18:08:05+01:00,72.5,1500,0x0,ProcessingState.RUNNING,14.79,1019,0,22.00,0.00,0.00,1352,2444
2026-03-08T18:08:16+01:00,73.5,1500,0x0,ProcessingState.RUNNING,17.68,1017,0,22.00,0.00,0.00,1347,2449
2026-03-08T18:08:26+01:00,73.5,1500,0x0,ProcessingState.RUNNING,18.76,1017,0,22.00,0.00,0.00,1351,2445
2026-03-08T18:08:37+01:00,73.0,1500,0x0,ProcessingState.RUNNING,20.47,1018,0,23.00,0.00,0.00,1346,2450
2026-03-08T18:08:48+01:00,73.0,1500,0x0,ProcessingState.RUNNING,17.11,1017,0,19.00,0.00,0.00,1349,2447
2026-03-08T18:08:58+01:00,73.0,1500,0x0,ProcessingState.RUNNING,17.45,1018,0,22.00,0.00,0.00,1345,2451
2026-03-08T18:09:09+01:00,73.5,1500,0x0,ProcessingState.RUNNING,27.78,1018,0,22.00,0.00,0.00,1345,2451
2026-03-08T18:09:20+01:00,73.0,1500,0x0,ProcessingState.RUNNING,19.03,1017,0,23.00,0.00,0.00,1352,2444
2026-03-08T18:09:30+01:00,73.5,1500,0x0,ProcessingState.RUNNING,21.34,1016,0,23.00,0.00,0.00,1347,2449
2026-03-08T18:09:41+01:00,72.5,1500,0x0,ProcessingState.RUNNING,19.14,1016,0,21.00,0.00,0.00,1350,2446
2026-03-08T18:09:52+01:00,71.5,1500,0x0,ProcessingState.RUNNING,17.11,1016,0,23.00,0.00,0.00,1348,2447
2026-03-08T18:10:02+01:00,72.5,1500,0x0,ProcessingState.RUNNING,43.94,1018,0,23.00,0.00,0.00,1344,2452
2026-03-08T18:10:13+01:00,73.0,1500,0x0,ProcessingState.RUNNING,20.10,1018,0,24.00,0.00,0.00,1349,2446
2026-03-08T18:10:24+01:00,72.5,1500,0x0,ProcessingState.RUNNING,17.92,1018,0,22.00,0.00,0.00,1347,2449
2026-03-08T18:10:34+01:00,73.0,1500,0x0,ProcessingState.RUNNING,25.47,1018,0,20.00,0.00,0.00,1347,2449
